timestamp,comment-id,author-id,comment-body
1438921432000,3892,"Jun Li",只為了愛不為別的。
1438921836000,3893,"逸旻 許",婚姻大事是由當事人決定，應該不是讓外人發表意見。試問一個局外人可以向法院訴請一對夫妻的離婚案嗎......某些人真的很有事......
1438922274000,3894,草日月,每個人有選擇幸福的權利，沒有人想嫁／娶不愛自己的人，你不能逼一個人去愛自己不願愛的人。幸福是自己的選擇，幸福是最簡單的權利，沒有人不想幸福的。他（她）們愛上了他（她），想要和他（她）度過一生，想要和他（她）走到最後，只是簡簡單單的幸福。為甚麼不能夠擁有這單純的幸福。每個人，生下來就有個命中注定的對象，不管是異性戀、同性戀、雙性戀都一樣。他（她）們找到了自己命中注定要走到最後的人，只是他剛好也是男生（女生）。我們可以找到所愛的那個人，他（她）們不行，可以告訴我原因嗎？
1438922665000,3895,佛愛世眾,開定法師的觀點馬來西亞慈護苑主席，受南傳戒律的釋開定法師，主張：「無論同性或異性戀的情慾執著，我們稱為『同修伴侶』，佛教允許在家居士能夠過一種夫妻上的生活。在佛陀時代，已存在男人和女人的同性戀問題，只是社會上普遍接受的程度不同。如果當時的領導者或周圍人士都能夠接受同性戀者，他們就能夠自由生活，過著和普通人一般的生活。…我是宗教家，我以宗教情操來看待同性戀議題，以良性丶人性的層面來尊重同性戀者，尊重個人權利與有權追求個人幸福」
1438922869000,3896,佛愛世眾,釋星雲主張:『同性戀無關對錯。那只是人們作的眾多事情之一。如果不會互相彼此傷害，他們的私人生活是自己的事。我們應該包容而非拒絕他們。然而世界要接受同性戀仍需要很長一段時間。我們所有人都應該學著包容他人的行為。』
1438922924000,3897,呂淑敏,法律無法左右感情，異性戀不會因為同性婚姻通過變成同性戀，贊成原因是因為保障同性戀婚姻的權利，像簽手術同意書之類的
1438923072000,3898,佛愛世眾,法鼓山釋聖嚴法師認為『對於同性戀，應以平等的心態來面對與接受。以佛法來講，對於同性戀或異性戀都不應該有差別歧視。』。在戒律方面，《戒律學綱要》中主張：「除了夫婦之間的男女關係，一切不受國家法律或社會道德所承認的男女關係」為邪淫，未特別談及同性之間的親密關係。在《菩薩戒指要》則提問：「如今單身男女，未有法律上的婚姻，卻是生活在一起，長相廝守，形同夫妻，也算邪淫嗎?他們彼此相悅，又不妨害家庭和社會，罪在何處?，主張邪淫的認定應隨時代重新省思。
1438923328000,3899,"Alice Wang",我贊成直接修改民法使不論同、異、跨性別戀者皆能結婚啊！法務部你怎麼沒給我這個選項？
1438923586000,3901,佛愛世眾,在佛教觀點下，情欲是無高下的，無論是異性間或是同性間的情欲。南傳佛教達摩難陀長老曾針對佛教對同性戀的態度作簡單的表示：「目前人們對同性戀的態度，其主要影響來自基督教對聖經有關部分的看法。……人會渴望各種各樣的享樂（不僅僅是性），……假如我們硬要抵抗，當它們為罪孽，就好像用強力壓制天性，這是有害的。……性事本身沒有什麼錯。錯誤的是對它的執著與受它的奴役，以為耽於性事可以帶來最終的幸福。……對那些沒有選擇獨身的佛家子弟，性事並不禁止。……佛教並不把同性戀看成是『錯誤』，而異性戀就『正確』。……佛教並不譴責同性戀，就如同佛教並不譴責任何錯事。……總之，同性戀與異性戀一樣，起源於無明，當然沒有基督教意義上的『有罪』。」
1438923607000,3902,meskama,不同意
1438924018000,3903,寶兒,"同性戀人是需要尊重的同性婚姻,家庭..還可以領養小孩這個國家的教育誰要負責?"
1438924042000,3908,明星挺人權,天后張惠妹，談及美國同性婚姻法案通過，接受訪問時她也表示「看到臉書一片彩虹很開心，我相信很多的事情在經過很多不同的困難之後，一定不能放棄，必定會有往前進一步的空間。這次是很大的鼓舞、鼓勵，希望由美國開始，我們可以有更多的地方散開來，讓全世界感受到彩虹的力量！」。
1438924163000,3909,"Edward Koh",同性戀也該享有與同性結婚的基本人權
1438924277000,3910,反對同性,祟洋，我想說的是要:去其糟粕，取其精華，完善自我，使自身更完美。反對同性伴侶，、反對同性伴侶立法
1438925487000,3914,月亮,反對台灣是民主社會我也有資格說我不喜歡同性吧憑什麼支持票砲反對票？
1438927593000,3921,老子爽,我們無權干涉任何人的自由所以就憑自己的想法投就好了不贊成我們也沒辦法硬逼人家跟我們一樣又不是機器人
1438927780000,3922,邱柏瑋,基本人權是不需要拿來民調的，懂？
1438927952000,3924,"terresa 涂",對於造成社會風氣混亂的政策都大大反對
1438928968000,3929,"Zhao-You Huang",恐同的人再怎麼叫再怎麼分貝大，投票結果還是不會逆轉der~
1438930272000,3930,disqus_pIROK28S1Y,"認為同性戀不正常的人，我們來看看心理分析之父佛洛伊德怎麼說。雖然他在結構主義盛行的20世紀初期所提出的心理分析在現在的後現代脈絡下已經失去其立足點，但這只更加證明了性別的社會建構的不穩定性。然而，即便是他在那個年代所提出來的心理分析，都不認為同性戀是可恥的，所以他對於同性戀的評論還是值得看一下，以消除大家對同性戀者的歧視。「1930 年初,一位美國母親寫了一封信向弗洛伊德求教。這封信的內容與原件已不得而知。但從佛洛伊德的回信來看,我們知道這位母親的兒子是個同性戀者,她向這位當時馳名於世的維也納精神分析家鼻祖佛洛伊德求教,佛洛伊德於1935 年 4 月 9 日回信。這裡,我把信的全文翻譯成中文,希望對中國心理學家、性學家對佛洛伊德的研究有所幫助。1935 年 4 月 9 日 維也納親愛的× × 女士:我從你的來信可以推斷你的兒子是個同性戀者。我印象最深的是:你在談及他的時候並沒有用這個詞。請問你為什麼迴避這個詞呢?同性戀固然沒有任何優越性,但也不是一種恥辱。它不是邪惡,不是道德的淪喪,亦不能劃歸為一種疾病。我認為它是性發展中的某種停滯而造成的一種性功能的變異。從古至今,許多享有極高聲譽的人都是同性戀者,其中一些還是全人類的偉人。如柏拉圖、馬基郎其諾、達芬奇等等。把同性戀作為一種犯罪不僅是不公正的,而且是殘酷的。如果你不信我的話,可以去讀哈夫洛克· 埃利斯(Havelock Ellis)的著作。  你問我是否可以幫忙,我想你是問我可不可以把他的同性戀消除掉,而讓正常的異性戀取而代之。我的回答是,一般地說,我們無法許諾能達到這一目標。在一些具體的案例中,我們確實挖掘出那些在每個同性戀者身上所有消沈的異性戀的因素來。但從大多的案例來看,我們沒有成功。成功與否很大程度上取決於個人的素質和年齡。治療的結果難以預測。精神分析能幫助你兒子多少又是另一回事。如果他現在不幸福、有點神經質、充滿了矛盾、性情也郁郁寡歡,那麼,無論他繼續保持同性戀與否,精神分析都可以讓他感到幸福些,讓他心靈和諧而變成一個有價值的人。如果你想讓我來為他進行精神分析(我想你可能不會),他只能到維也納來。我不打算離開這裡。不管你如何打算,都請回個信。致良好的祝願!忠實的佛洛伊德  又及:我不覺得你的手跡難讀。希望你讀我的手跡和我寫的英文信也不會有任何困難。」出處：<a href=""http://www.hksea.org/chi/forum/1997_vol_1_1.pdf"" rel=""nofollow"">http://www.hksea.org/chi/forum...</a>"
1438930940000,3931,本然然,真愛無罪，支持同性婚姻合法化
1438932184000,3932,希望大家真正的平安,贊成的人也要能接受別人“”不贊成“的聲音
1438932749000,3941,雲KUMO,我認為愛誰，想和誰結婚是每個人的自由只要兩人真心相愛他人就不該阻撓我覺得同性戀異性戀雙性戀這幾個詞應該刪除不必存在，因為愛一個人常是因為他本人吸引自己，和性別沒太大的關係我大概知道，不論喜歡同性或喜歡異性，心情都是一樣的所以我認為根本不需區別，異性戀有什麼權利同性戀也要一樣
1438932979000,3942,支持,"我是異性戀,但我身邊很多同志朋友,我們相處很好他們也有很多年的固定伴侶。接受不接受是個人問題,我個人支持同婚姻,因為愛是最大權利"
1438933472000,3943,林冠宏,我只能對反對的人說「適者生存，不適者淘汰」
1438933817000,3944,張儷襦,愛情無分性別
1438934251000,3945,高若有,支持直接修改民法，改幾個字就可以了。反對制定差異性的專法。
1438934424000,3946,C,"我目前唯一能接受不贊同的原因就只有能舉自身實際例子的，例如 : 自身被同性戀強姦過......那不能贊同多少也是沒辦法的，當然如果有其他更好的不贊同的原因我洗耳恭聽"
1438935476000,3951,謝嵐嵐,使用者已自行刪除留言
1438935561000,3952,蕭子旻,"想想看 未來將會有7.3億的人口假結婚 只會了履行宗教信仰者口口聲聲的一夫一妻 而他們的生活全部充滿著欺騙 想請這些信徒摸摸自己的良心 為何要教導世人說謊 為何要讓全世界的人 充滿在一個謊言的世界還是你們的教義 就是在教導人說謊呢?"
1438936210000,3970,"Chun Chen",下次投一下明天馬陰酒早餐要吃啥好不好
1438936248000,3971,王為軒,愛無分性別，無分種類。神愛世人，人既有神的形象，能見愛貓狗，弟兄扶持，父母付出等等。但，人於婚姻的配合必有ㄧ男ㄧ女。才能回應神的美意。至於其他，照聖經教導，我們彼此相愛吧！因此我，ㄧ、不同意同性婚姻。二、不同意伴侶法(類婚姻)。三、尋求別種機制來謀取同性伴侶相關者的福利。
1438936630000,4018,蘇筱婷,簡言之，我愛誰關你何事?
1438938926000,4019,凱薩琳,同性戀並不是一種錯，而是我們的眼光該如何去看待，他們只是愛上跟自己一樣性別而已，有什麼錯?
1438939126000,4023,許政維,人權議題不應訴諸多數決，剝奪又或添加難道可以用投票的？同性婚姻應該存在，但不是用表決的。於是，我反對這項提議。
1438941374000,4025,Vnvvnv,"中國傳宗接代的傳統我能在有生之年看到合法 估計都夠嗆~"
1438945322000,4026,張凱翔,"反正在怎麼說只要同性戀做一點事 就會被恐同者無限放大例如 : 與未成年性交 如果今天是一男一女 頂多罵個幾句 變態或是 有些人會說 情有可原換成 兩男的話 我想罵的一踏糊塗吧不是嗎?另外家暴小孩 性侵自己的小孩 我想這些東西對於同性戀來說應該是不可能會發生的護家盟 反對同性戀嗎?(笑)我不認為只要是一男一女就是純正好人權?各有千秋 何必討厭?"
1438947967000,4027,陳敬學,"台灣同志：「決定幸福的是自己」首篇： ET today + 淡藍網 8 月 7 日 23:19 (101.15.241.210) ETtoday 「东森新闻云」报道，台湾法务部门，在公共政策网络参与平台 <a href=""http://join.gov.tw"" rel=""nofollow"">join.gov.tw</a> 。开展为期三个月的同性婚姻相关民调，数天来逾万人登录投票。长期推动婚姻平等的 “ GLCA 幸福生活站 ” 负责人 陈敬学 说：「决定幸福的是自己，不应由公投决定民权。」 <a href=""http://www.glca.tw"" rel=""nofollow"">www.glca.tw</a> 本次民调分为三项议题，从8月3日起开放投票和讨论。对于“是否赞成以立法方式，给予同性恋者‘类似婚姻’或‘婚姻’关系，以保障其权利和法律地位”，目前有15584人参与投票，其中9564票赞成、6020票反对，支持率为61%。参与上述议题后，民众进一步对“是否赞成制定同性伴侣法”以及“是否赞成制定同性婚姻法”进行表态，其中“同性伴侣法”的支持者和反对者分别占43%和57%，“同性婚姻法”则有54%的投票者赞成、46%反对。在民调页面的留言栏里，众多网友展开辩论，支持者认为“婚姻平等是基本人权”、“你可以活在过去，但没有资格要求整个社会为你停下来”；反对婚姻平等的“繁殖恋者”认为同性婚姻“会降低生育率”、“影响社会架构”。陈敬学表示，同性婚姻和一般人的婚姻一样，都需要享有基本权益、履行相关义务并得到法律保障，但许多人用歧视眼光看待同性婚姻，所以现阶段最需要的是制定反歧视、保护人权和共同生活权益的法规。他建议对“民法”第972条进行修订，将“婚约，应由男女当事人自行订定”中的“男女”改为“双方”。截至今年6月，世界上有22个国家在全国范围或部分地区实现婚姻平等，13个国家承认同性之间的民事伴侣关系，而亚洲还没有国家和地区立法保障同性结婚或民事结合的权利。"
1438948223000,4028,"Peng Valentina","贊成 可是可以不要說是類似婚姻嗎？婚姻就婚姻在美國和歐洲已經有很多研究者發現男同性戀的腦部多數都與異性戀女性的腦部相似，而且他們思考時用腦的方式，會運用到的區塊都與女異性戀相似，雖然女同性戀者的sample size太少無法得出結論，可是他們的結果顯示也是和男同性戀的一樣。這證明了同性戀是自然的，而且不只是人類，動物界也有同性行為。如果是是用聖經來反駁的話，我們現在所讀的聖經也要參考一下那時候的歷史背景，他們那時候被羅馬人統治，羅馬接受同性戀可是他們侮辱打仗時打敗的敵方的方式是同性強姦，而這是在猶太人的文化裡不符合傳統的，所以聖經裡才會說那是abomination，古希伯來文裡的不符合傳統翻譯到現在就是abomination，可是當時根本沒有abomination的意思。而且，古希伯來文裡根本沒有同性戀這個詞，舊約裡的男男性行為是指強姦與侮辱。索多瑪格莫拉被滅城也不是因為同性戀，是因為他們不符合聖經傳統和行為，猶太人的習俗裡是要求主人家把客人招待和尊敬的，索多瑪格莫拉不肯這麼做，守著他們自己的城和繁華，違反了上帝的指示才被滅城的。不僅如此，當天使進入他們的城被招待時，他們想要藉由強姦天使來侮辱他們不讓他們出去把城裡面的繁華說出來，城裡的人根本不是因為喜愛同性性行為才被毀滅和想要天使被交出來的。如果說只讀聖經不考慮當時的背景的話，那女性現在在教會根本不要說話了，這還是保羅所說的。"
1438954071000,4032,"Lin Tina",「以立法方式，給予同性戀者『類似婚姻』或『婚姻』關係」首先，「給予」一詞是多麼的不恰當，多麼異性戀中心的用語啊！然後法務部真奇妙，如果要還給同性戀結合的基本人權，那為什麼還要用一個「類似婚姻」的伴侶法來刻意做出區隔啊？跟以前黑人白人都可以搭公車，但白人坐前面、黑人坐後面，意義相同卻刻意區隔開來不是相同的意思嗎？所以法務部是希望透過「同性伴侶關係」再更隔離同性戀，如同種族隔離，讓他們更加被歧視嗎？那如果要還給他們這項婚姻權，又為什麼要另外立法？那到底哪個才是婚姻法？現存婚姻法跟同性婚姻法的差別在哪裡？那原本的婚姻法要更名為「異性婚姻法」嗎？那以後也要搞個「跨性別婚姻法」、「陰陽人婚姻法」嗎？如果本質都相同，為什麼還要大費周章另外立法？為什麼不直接修法，把現存的婚姻法中強加的異性戀霸權性別意識給去除，不是更簡單得多？我支持直接修改婚姻法！我支持直接修改婚姻法！我支持直接修改婚姻法！因為很重要所以講三遍，而且這是目前的主流意識！請法務部不要再裝傻了！
1438955648000,4034,"juiisan tien",誰說同性戀婚姻不是人權？有人說，每個人都擁有結婚的權利，但是只能跟異性結婚。這個意思不就是假設每個人都是異性戀嗎？那憑什麼法律可以假設每個人都是異性戀？這不就是把同性戀排除在外、暗示了同性戀是不正常的嗎？但是同性戀早就被精神科除病了啊！如果今天有一個法律也是假設所有人都是佛教徒：「政府每個月給予每座佛寺固定的津貼。」基督徒就會說「法律歧視基督教，為什麼佛教可以有津貼、基督教沒有？」然後佛教徒跟你說：「因為教堂的津貼，不是人權。你可以蓋佛寺啊～你自己不要蓋佛寺要蓋教堂，怪誰？你就是破壞了台灣信仰的傳統！如果法律承認了基督教，以後動物神、物神、撒旦鬼怪都可以信怎麼辦？道德淪喪啊！」
1438964162000,4039,杰慶林（小雨）,我不懂為什麼政府要做出這種奇怪的議題？？分明只是要讓我們這些人民互相攻擊、借刀殺人，然後在一旁觀戰而已....請各位別再做出互相攻擊的行為了...拜託..小的求你們了！！！
1438972104000,4046,Flora,"如果因為開放世界能帶來和平、人民能過得更幸福、社會會變得更安定，那肯定是有益處的！ 但大家只看到表面上的平等，卻忽略到背後因著超越人類界線而做出同性行為帶來的各式各樣的疾病、家庭問題（難道一下當男生一下當女生嗎？、小孩是兩個爸爸還是兩個媽媽？）漸漸地當這件事合理化，全世界都改變成男男、女女婚姻，那請問誰來繁衍後代？因著一句公平而讓人類走向滅絕嗎？那贊成的肯定是也是造成人類滅絕的推手！請三思吧，請重新找回自己誕生為男生或女生的價值吧！過去小時候的創傷也要解決吧！難道因為換了對象而不會再被傷害嗎？不是這樣的！！因為同性所以比較了解彼此嗎？那是兩個受傷之人的互相安慰而已！！根本的問題是想法出錯了！所以行動才會出錯！不管是男或是女！你都有被創造的目的！！因著社會的冷言冷語，他們更需要的是幫助！！請抨擊的人也反省自己的行為是否就是至今發展到這樣地步的兇手！"
1438972603000,4067,小志,尊重但是不認同多元成家
1438974422000,4069,林恕全,殺生是佛門第一大戒，所有見殺，己殺，教他殺，都嚴重觸犯這條戒律。但你他媽有看過佛教徒聚眾示威抗議屠宰場的嗎？有動員佛教委員阻擋屠宰業者相關管理辦法的嗎？基督徒除了管人家在床上要***誰，沒別的事情好做了？
1438974853000,4073,王思涵,贊成，但...為什麼是『類似婚姻』??為什麼是『給予』??這不是身為人就享有的權利嗎?
1438975661000,4075,"Lee Johnny","我反對同性婚姻合法化 理由是會混淆,衝擊現有婚姻家庭的認知.婚姻之後組成家庭,有子女的養育,教育. 小孩的成長過程, 性別認同,家庭中的角色要學習與認同.若不扯上婚姻,家庭,撫育教養下一代,我主張同志所有的權利和一般人相同,.唯獨和家庭, 下一代的性別認同, 教養有關的,我無法苟同.這和個人權利無關,若兩情相悅,何妨以同居代替婚姻,同居無外在強制性責任與義務(婚姻則有),有的只是兩人間的承諾與約定,和他人無關."
1438976048000,4083,Changan,"性別錯置是基因結構。誏他們也擁有愛的權利,並承擔愛的責任。若這錯置來自上帝，請把他們納入秩序。人類能統管的不就是如此嗎。"
1438977420000,4084,ALI,"嗯......這邊不是討論""給予同性戀者類婚姻的法律保障""嗎? 跟排不排斥同性戀有什麼關係呢? 我不明白為何討論圍繞在排不排斥同性戀者?憲法不是明擺著只要是人，都當彼此尊重嗎?　所以討論的的重點, 應該是""類婚姻關係""的法律保障.那得先討論法律中到底保障婚姻了什麼?通常不外乎(1) 錢 (2) 子女關係 而且(2)&gt;(1)可是, 同性戀關係中, 沒有自然的子女關係, 若是領養的子女關係, 則是更複雜的議題那可以保障的, 不就只剩下錢了?那在這裡爭取錢的保障, 吵得臉紅耳赤, 有多大意義呢?換句話說, 同性戀朋友想爭取的, 應該是這段關係的集體社會認同.可是社會認同, 並不是在法律上吵來吵去可以解決的.就像法律禁止八等親內近親結婚, 如果真有堂兄弟姊妹犯法交往, 法律沒法子令他們斷絕關係又像女兒要嫁給父母不認可的男朋友, 縱使法律許可了, 也無法取得父母的諒解我不贊成""給予同性戀者類婚姻的法律保障"". 只是真的不覺得, 這樣對於同性戀者, 就是真正的幸福. 因為相愛而親近, 相愛而親密, 然後對於家庭的渴望......這些東西不是法律可以解決的. 根本對於愛的渴求如果無止盡. 那麼法律完全就是沒意義的假議題. 再多的法律保障, 也沒辦法給予同性戀者一個真正完整的家庭(祖父母, 夫婦, 兄弟子女....等) 我真的希望, 我同性戀的朋友們, 可以真的想想自己最深的渴望是什麼? 若只是伴侶. 為何還要法律認證呢?無論異性戀, 還是同性戀, 婚姻遠遠不只是一張紙. 如果情感為真, 那麼就不愁少那一張紙. 反之, 若非要那一張紙, 那麼應該想想, 除了最基本的情感, 是不是還有些不簡單的東西參雜在情感中了. 這些東西, 絕不是法律可以供給的......"
1438979225000,4091,陳國華,在你按下反對之前，請想想很多同性戀者在伴侶進急診病房時卻無法前去探望，其焦急的心情。在你按下反對之前，請想想很多同性戀者無法見到另一半的最後一面。在你按下反對之前，請想想其實現在的法規本來就同意單身者領養孩子了，並非只有異性戀雙親才能領養。在你按下反對之前，請想想很多同性戀雙親扶養的孩子只跟其中一個家長實際上擁有法律承認的關係。在你按下反對之前，請想想在這不景氣的時代，很多同性戀者還無法跟另一半共同報稅，卻要負擔昂貴的房貸、車貸等，再加上有些伴侶還得養孩子（即便法律不承認他們的父子／母子關係）。在你按下反對之前，請想想無法合理繼承和另一半辛苦經營的財產是怎樣的感受。在你按下反對之前，請想想很多同性戀伴侶真的渴望可以跟另一半有一個穩定的家庭關係，一個法律的保障，就像你們異性戀也所渴望擁有的一樣。放下一點成見，多花一份力氣來理解與尊重，讓他們跟你們享有相同的權利，被法律承認。我支持直接修改民法，把民法中的性別歧視完全消除，讓同性戀者不再被貼上負面標籤。
1438979270000,4094,微風,"人是平等的有權利去追尋自己所愛,無懼無畏~同志不是怪物,上天給每個人不同的考驗,你有想過你來到世界的使命嗎?如果你能夠好好思考將會明白我們沒有不一樣,支持婚姻平權!!!"
1438979642000,4101,謎玥,我想到之前在fb看到超中肯的東西(´･ω･`)『其實如果要批判反同志婚姻的立場，我只有一句話回應：「人家結婚關你屁事」，但基於向來十點的慣例，我還是盡量用一句話回應一下這些人的說法。1.同志婚姻合法化，那麼父女結婚也該合法化？那是異性戀的問題。2.同志婚姻合法化，那麼人與動物也可以結婚？動物不是人。3.同志婚姻合法化，那麼以後我的孩子也會變成同志？歡迎，但可惜不會。4.同志婚姻合法化，人類就會滅亡。人類滅亡絕對是因為異性戀之間的戰爭。5.同志婚姻合法化，社會就會更淫亂。不影響別人，淫亂不一定不好。6.同志婚姻合法化，家庭價值就毀滅。要不要看看現在性侵子女、通姦、外遇、家暴，都是同志還是異性戀***的？7.同志婚姻合法化，以後人類就沒有後代。異性戀不生孩子，人類才會沒有後代。8.同志婚姻合法化，我看了就不順眼。那是你的問題，不是同志的問題。9.同志婚姻合法化，以後我女友就有可能跟她的好友結婚。這也是你的問題，不過這確實是個問題。10.同志婚姻合法化，他們就會比我早結婚，也比我晚離婚。』我真的不知道反對的人到底是為了什麼而反對？支持同性戀的就是同性戀？同性結婚會破壞倫理道德觀？我---你的（因為不好聽所以消音異性戀可以結婚同性戀就不能結婚人人平等是說好聽的？同性戀沒有做錯什麼，他們只是渴望那份愛而已「我支持，但我不是同性戀。」
1438982735000,4106,"Veronica Yu",不贊成
1438984803000,4107,噁合,"不管你贊不贊成 你都不可以影響別人的想法但是我就是贊成合法"
1438985979000,4108,"Kiki Pen","為什麼是""同性""婚姻法 婚姻就婚姻 特別在前面加一個同性不會有歧視的感覺嗎"
1438986018000,4112,魯魯,"同性戀領養的小孩並不會受到影響好嗎xDDD怎一堆人扯到小孩子w<a href=""https://www.dcard.tw/f/bg/p/330413"" rel=""nofollow"">https://www.dcard.tw/f/bg/p/33...</a>看看吧w"
1438987535000,4113,ㄏㄏ,讚成，人家要不要結婚干我屁事，同性婚姻合法會結婚的就是會結婚，又不是一合法大家都會變成同性戀（翻白眼我可以接受有人投反對票，畢竟每個人的觀點都不一樣，可是人身攻擊什麼的還是給我吃土去吧
1438988027000,4114,鮭魚,為什麼要另外制定同性伴侶法？直接修改民法就可以了吧!這個問法讓我不知道該怎麼投票
1438988556000,4115,澪澪毛,當你認為同性戀婚姻會造成社會混亂那你又知道什麼呢？他們愛一個人是真心的他們努力想要爭取與自己伴侶的權利而有些人身在福中不知福異性婚姻中的不珍惜、隨意的離婚而那之間的小孩也是有些受虐有些痛苦不堪你們珍惜什麼？他們努力你們卻在捨棄他們想要的幸福那你們有什麼資格阻擋他們的幸福呢？同性戀沒有錯錯的事不珍惜的人
1438989215000,4116,路人甲,"你又不用參加婚禮 也不用送他們禮物 反什麼  當家長不願意花10分鐘來向小孩解釋 就要犧牲同性戀結婚的權益嗎"
1438990905000,4117,"Wayne Chen","支持，我舉一個同志伴侶沒有法律保障的實際案例，還被伴侶的妹妹告上法院亡姊亡款遭伴侶盜領？ 高欣欣求償敗訴定讞<a href=""http://www.appledaily.com.tw/realtimenews/article/local/20150506/605271"" rel=""nofollow"">http://www.appledaily.com.tw/r...</a>……藝人高欣欣的姊姊高儒貞5年前因腦瘤病逝，高欣欣姊妹認為高儒貞過世後，存款被女密友張是珍盜領200萬元，提告追討，張女被迫當庭出櫃，承認與高儒貞是相愛同居10多年的同性伴侶，存200萬元到高儒貞戶頭想幫忙解厄但被高女要求領回，並非盜領高女存款。最高法院採信張女說詞，今判她免賠定讞。<a href=""https://www.ptt.cc/bbs/lesbian/M.1430978436.A.1AE.html"" rel=""nofollow"">https://www.ptt.cc/bbs/lesbian...</a>判決書裡當事人有寫道：「…想留給大乖（即被告）的錢這幾年該趕快給，否則等我一死，恐怕她連渣都沒有…」「謝謝妳十五年來為我所做的一切，滿足我所有的野心和虛榮心，屬於自己的補習班、大房子，名師的口碑…我一廂情願的認為所有的奮鬥結果都屬於我們倆，你做牛、做馬，成就了我的榮耀」"
1438993503000,4118,"Fang Yu",愛就是愛。支持同性婚姻！身為人，在適法年齡結婚，性別真的不是很重要！能找到合適的人陪伴一生，並有法律對等保障，那才是邁向幸福社會的進步！要遇見所愛去相知相惜已經不容易，現在法律還剝奪社會權利⋯常感到遺憾。
1438995420000,4119,"Enn Wang","到底結不結婚關其他人什麼事 會不會管太多了 不要因為自己不幸福或著已經很幸福 就剝奪別人應該擁有的權利在台灣就是需要多點同情心 並不是你覺得很噁心還是怎樣就可以講話很難聽還有聖經上所說的話我不相信你們每個人都有達到標準不要因為只挑自己不喜歡的就拿出來一直講反正對自己有利的就狂講 不喜歡的就裝作都沒看到"
1438995523000,4123,"Lala Huang",支持同志應有婚姻權，並希望直接修改民法。
1438995726000,4124,名稱,"我真的不明白那些說""恐同的人該死""的人是什麼心態，我認為有一部份反對的人是只是一時間接受不到這件事情。就如美國的黑人白人平等、中國的男女平等等，不是說要平等就會平等，人們都要一定的時間去接受，畢竟那些不平等的觀念存在在他們心中好久了，不是可以立刻接受。他們可能真的想不到理由，但是他們都堅信這個觀念這麼久了，要立刻接受，真的好難。就不能互相包容嗎？改變，是需要時間的，我們不可以強迫別人接受自己的觀點。p.s. 支持同性婚姻，相愛、有承擔，沒有不結婚的理由！性別不是問題。"
1438999501000,4125,"Rose Mary","1. 人民有選擇要不要結婚的權利，相愛的兩人若要結婚，法律應該賦予所有想要結婚的人結婚的權利！2. 同志不能結婚在「紅包」上是吃虧的，同志只能包給別人，自己卻不能收到紅包，不合公平正義原則！"
1438999723000,4126,Ytc,我希望我姊姊我朋友有機會組家庭！這應該是基本人權！台灣本為南島語族原住民之地，自十六世紀起，經歷荷蘭（西歐）、漳泉移民（背景為百越與漢人）、客家移民、少數日本人，以及一九四五年至四九年之大量來自中國大陸的北方漢人、南方漢人、滿、蒙、苗、藏、回之移民，再加上二○○○年以後，中南半島外籍新娘加入台灣住民。祖先來源之廣、之遠，除了美國之外，在地球上很難找到第二個像台灣人這麼「雜種」的﹔「炎黃」只是台灣人的眾多祖宗之一。
1439001537000,4127,車穎詩,同性戀婚姻並不是叫你最喜歡同性，這是給有需要的同性戀者......
1439002305000,4128,"Kame Jam","我並不想投這個票。同性戀的婚姻是基本人權，本來就不應以任何法律加以剝奪，我有什麼資格來同意或不同意 ? 其他人又有何資格 ? 法務部又有何資格 ?"
1439002577000,4132,蔡玉米,快成為亞洲的先驅吧。同志婚姻合法吧
1439002764000,4133,潘佳慶,"在人權議題方面，任何人都有結婚與否的權利，不論性別、性倾向、種族、宗教、階級等等，同性婚姻的合法化帶來的不只是形式上的平等、甚至是實質上的平等，而非藉著中華民國憲法上並沒有寫入、甚至是利用道德議題操作，硬生生地剝奪他人與生俱來的權利。隨著兩公約的國內法化，無疑是拘束的這個事實上的國家，雖然不是聯合國上的會員國，但我們仍必須要追隨著世界的潮流，而最好的方式就是與世界上先進的歐美國家一同推動人權的保障與立法，不但可以讓真正想陪伴彼此到終老的同性情侶們完成他們的期盼，甚至也可以藉由上而下的立法，讓社會大眾對於""多元性別""議題有更多的瞭解與認識，無論如何，這議題的出現、討論、甚至是立法，皆會是整體社會進步的重要里程碑。但我其實不喜歡用投票去決定同志婚姻該不該立法保障，因為這是他們與生俱來的權利阿，憑什麼要我們去決定他們可不可以結婚，這是立法院、甚至是法務部應該且必須要做的事吧!!!"
1439003785000,4135,"Kenshun Kyuu",「以立法方式，給予同性戀者「類似婚姻」或「婚姻」關係」同性戀者是次等公民嗎？與一般人不同嗎？為什麼不是開放同志婚姻權利，而是另外立法？這個民調本質上就有問題。
1439004058000,4137,"Aric Yang","建立保障少數戀愛關係之婚姻權為基本人權與民眾之觀感 個人意見無關"
1439004169000,4138,姜姜,直接將民法婚姻權納入同性婚姻就好，為何要修特別法？歧視什麼啊
